filenw,ident,region,regiog,subre,contr,countryname,birth_y,age_sex,age_union,agechild1,agechild2,agechild3,agechild4,agechild5,urban,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,aw,sex,union,child,child20,child30,birth_5y
MBIR53FL.DTA,MBIR53FL.DTA_000000000207001,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1959,17,26,17,20,NA,NA,NA,1,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,1,1,1,0,1,1,1955
MBIR53FL.DTA,MBIR53FL.DTA_000000000208001,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1958,20,20,21,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,1,1,1,0,0,1,1955
MBIR53FL.DTA,MBIR53FL.DTA_000000000213004,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1959,17,23,18,35,36,NA,NA,1,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,1,1,1,0,1,1,1955
MBIR53FL.DTA,MBIR53FL.DTA_000000000214002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1960,20,22,23,29,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,1,1,1,0,0,1,1960
MBIR53FL.DTA,MBIR53FL.DTA_000000000222002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1967,26,26,27,29,31,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1965
MBIR53FL.DTA,MBIR53FL.DTA_000000000227002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1970,18,18,19,22,NA,NA,NA,1,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1970
MBIR53FL.DTA,MBIR53FL.DTA_000000000228002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1965,21,22,24,31,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1965
MBIR53FL.DTA,MBIR53FL.DTA_000000000230001,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1970,17,17,18,27,NA,NA,NA,1,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1970
MBIR53FL.DTA,MBIR53FL.DTA_000000000301001,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1975,17,16,17,25,NA,NA,NA,1,0,0,0,0,0,0,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1975
MBIR53FL.DTA,MBIR53FL.DTA_000000000302002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1960,18,33,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,1,1,1,0,0,0,1960
MBIR53FL.DTA,MBIR53FL.DTA_000000000302003,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1966,16,17,21,33,37,NA,NA,1,0,0,0,0,0,0,1,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1965
MBIR53FL.DTA,MBIR53FL.DTA_000000000307003,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1975,17,17,17,22,NA,NA,NA,1,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1975
MBIR53FL.DTA,MBIR53FL.DTA_000000000309001,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1955,19,17,19,27,29,NA,NA,1,0,0,0,0,0,0,0,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,0,1,1,1955
MBIR53FL.DTA,MBIR53FL.DTA_000000000312005,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1972,14,13,15,16,23,30,NA,1,0,0,0,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1970
MBIR53FL.DTA,MBIR53FL.DTA_000000000314002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1967,20,20,25,31,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1965
MBIR53FL.DTA,MBIR53FL.DTA_000000000321002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1962,26,26,26,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1960
MBIR53FL.DTA,MBIR53FL.DTA_000000000322002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1973,17,17,18,18,18,NA,NA,1,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1970
MBIR53FL.DTA,MBIR53FL.DTA_000000000324002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1967,17,17,17,17,NA,NA,NA,1,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1965
MBIR53FL.DTA,MBIR53FL.DTA_000000000325002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1974,17,16,17,21,NA,NA,NA,1,0,0,0,0,0,0,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1970
MBIR53FL.DTA,MBIR53FL.DTA_000000000327002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1970,23,23,24,28,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1970
MBIR53FL.DTA,MBIR53FL.DTA_000000000331001,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1960,18,20,15,16,26,35,NA,1,0,0,0,0,0,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,1,1,1,0,1,1,1960
MBIR53FL.DTA,MBIR53FL.DTA_000000000401001,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1957,18,18,19,30,NA,NA,NA,1,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,1,1,1,0,1,1,1955
MBIR53FL.DTA,MBIR53FL.DTA_000000000410003,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1966,18,18,19,26,NA,NA,NA,1,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1965
MBIR53FL.DTA,MBIR53FL.DTA_000000000420002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1974,15,14,15,20,NA,NA,NA,1,0,0,0,0,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1970
MBIR53FL.DTA,MBIR53FL.DTA_000000000422001,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1966,20,20,21,24,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1965
MBIR53FL.DTA,MBIR53FL.DTA_000000000424002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1960,18,18,18,22,NA,NA,NA,1,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,1,1,1,0,1,1,1960
MBIR53FL.DTA,MBIR53FL.DTA_000000000427002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1968,17,17,18,20,31,NA,NA,1,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1965
MBIR53FL.DTA,MBIR53FL.DTA_000000000501002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1959,25,25,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,1,1,1,0,0,0,1955
MBIR53FL.DTA,MBIR53FL.DTA_000000000503001,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1962,21,21,22,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1960
MBIR53FL.DTA,MBIR53FL.DTA_000000000507002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1956,28,28,29,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,1,1,1,0,0,1,1955
MBIR53FL.DTA,MBIR53FL.DTA_000000000515001,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1959,20,NA,25,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,1,1,0,0,0,1,1955
MBIR53FL.DTA,MBIR53FL.DTA_000000000516002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1962,18,19,21,25,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1960
MBIR53FL.DTA,MBIR53FL.DTA_000000000517002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1961,18,18,18,30,NA,NA,NA,1,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1960
MBIR53FL.DTA,MBIR53FL.DTA_000000000518001,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1958,19,18,19,27,NA,NA,NA,1,0,0,0,0,0,0,0,0,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,1,1,1,0,1,1,1955
MBIR53FL.DTA,MBIR53FL.DTA_000000000520002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1974,18,18,19,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1970
MBIR53FL.DTA,MBIR53FL.DTA_000000000521002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1968,19,20,21,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1965
MBIR53FL.DTA,MBIR53FL.DTA_000000000524001,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1956,19,19,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,0,0,0,1955
MBIR53FL.DTA,MBIR53FL.DTA_000000000525002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1973,22,21,22,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1970
MBIR53FL.DTA,MBIR53FL.DTA_000000000526002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1963,20,21,22,27,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1960
MBIR53FL.DTA,MBIR53FL.DTA_000000000527002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1967,20,20,21,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1965
MBIR53FL.DTA,MBIR53FL.DTA_000000000529002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1962,24,24,25,29,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1960
MBIR53FL.DTA,MBIR53FL.DTA_000000000530002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1960,19,19,21,27,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,1,1,1,0,0,1,1960
MBIR53FL.DTA,MBIR53FL.DTA_000000000601001,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1959,23,32,32,36,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,1,1,1,0,0,0,1955
MBIR53FL.DTA,MBIR53FL.DTA_000000000604002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1958,20,20,21,23,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,1,1,1,0,0,1,1955
MBIR53FL.DTA,MBIR53FL.DTA_000000000606002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1967,18,18,19,26,NA,NA,NA,1,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1965
MBIR53FL.DTA,MBIR53FL.DTA_000000000607001,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1964,19,18,20,23,NA,NA,NA,1,0,0,0,0,0,0,0,0,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1960
MBIR53FL.DTA,MBIR53FL.DTA_000000000610002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1972,15,17,20,26,NA,NA,NA,1,0,0,0,0,0,1,1,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1970
MBIR53FL.DTA,MBIR53FL.DTA_000000000619002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1972,18,18,19,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1970
MBIR53FL.DTA,MBIR53FL.DTA_000000000626002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1960,21,21,22,22,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,1,1,1,0,0,1,1960
MBIR53FL.DTA,MBIR53FL.DTA_000000000628001,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1969,15,15,15,18,21,27,NA,1,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1965
MBIR53FL.DTA,MBIR53FL.DTA_000000000630002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1956,16,17,19,29,NA,NA,NA,1,0,0,0,0,0,0,1,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,1,1,1,0,1,1,1955
MBIR53FL.DTA,MBIR53FL.DTA_000000000631002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1965,19,17,19,28,NA,NA,NA,1,0,0,0,0,0,0,0,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1965
MBIR53FL.DTA,MBIR53FL.DTA_000000000702002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1958,20,20,20,23,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,1,1,1,0,1,1,1955
MBIR53FL.DTA,MBIR53FL.DTA_000000000703002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1956,18,19,21,29,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,0,0,1,1955
MBIR53FL.DTA,MBIR53FL.DTA_000000000705002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1961,22,23,23,30,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,1,1,1,0,0,1,1960
MBIR53FL.DTA,MBIR53FL.DTA_000000000706001,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1963,18,18,19,25,35,NA,NA,1,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1960
MBIR53FL.DTA,MBIR53FL.DTA_000000000707002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1960,17,17,18,25,25,NA,NA,1,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,1,1,1,0,1,1,1960
MBIR53FL.DTA,MBIR53FL.DTA_000000000708002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1973,21,20,23,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,2,3,3,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1970
MBIR53FL.DTA,MBIR53FL.DTA_000000000709002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1965,20,19,21,24,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1965
MBIR53FL.DTA,MBIR53FL.DTA_000000000710001,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1960,20,20,22,28,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,1,1,1,0,0,1,1960
MBIR53FL.DTA,MBIR53FL.DTA_000000000713002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1964,22,22,23,29,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1960
MBIR53FL.DTA,MBIR53FL.DTA_000000000716001,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1965,19,21,22,28,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1965
MBIR53FL.DTA,MBIR53FL.DTA_000000000721002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1963,22,22,23,33,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1960
MBIR53FL.DTA,MBIR53FL.DTA_000000000722002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1961,17,17,19,21,NA,NA,NA,1,0,0,0,0,0,0,0,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1960
MBIR53FL.DTA,MBIR53FL.DTA_000000000817002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1961,32,32,34,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,1960
MBIR53FL.DTA,MBIR53FL.DTA_000000000825001,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1956,20,20,22,30,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,0,0,1,1955
MBIR53FL.DTA,MBIR53FL.DTA_000000000906002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1963,20,22,23,26,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1960
MBIR53FL.DTA,MBIR53FL.DTA_000000000909002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1971,20,21,22,28,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1970
MBIR53FL.DTA,MBIR53FL.DTA_000000000912002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1973,22,NA,23,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,1,1970
MBIR53FL.DTA,MBIR53FL.DTA_000000000920002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Moldova,Republic of Moldova,1961,19,19,20,23,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,1,1,1,0,1,1,1960
