filenw,ident,region,regiog,subre,contr,countryname,birth_y,age_sex,age_union,agechild1,agechild2,agechild3,agechild4,agechild5,urban,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,aw,sex,union,child,child20,child30,birth_5y
ALIR50FL.DTA,ALIR50FL.DTA_000000410016002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1963,22,22,24,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,1,1,1,0,0,1,1960
ALIR50FL.DTA,ALIR50FL.DTA_000000410019002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1971,23,26,27,30,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1970
ALIR50FL.DTA,ALIR50FL.DTA_000000410020002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1964,22,22,24,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,1,1,1,0,0,1,1960
ALIR50FL.DTA,ALIR50FL.DTA_000000411006002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1959,20,31,32,40,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,0,0,0,1955
ALIR50FL.DTA,ALIR50FL.DTA_000000411008002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1977,20,26,28,30,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,3,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1975
ALIR50FL.DTA,ALIR50FL.DTA_000000411011002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1960,23,23,24,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,1,1,1,0,0,1,1960
ALIR50FL.DTA,ALIR50FL.DTA_000000411012002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1966,25,27,27,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1965
ALIR50FL.DTA,ALIR50FL.DTA_000000411013003,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1970,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1970
ALIR50FL.DTA,ALIR50FL.DTA_000000411014002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1978,16,26,29,NA,NA,NA,NA,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,3,3,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1975
ALIR50FL.DTA,ALIR50FL.DTA_000000412001003,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1968,19,21,32,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,1,1,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,1965
ALIR50FL.DTA,ALIR50FL.DTA_000000412004002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1966,28,28,31,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,1965
ALIR50FL.DTA,ALIR50FL.DTA_000000412005003,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1977,25,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,1975
ALIR50FL.DTA,ALIR50FL.DTA_000000412016002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1977,24,19,19,26,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1975
ALIR50FL.DTA,ALIR50FL.DTA_000000412017002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1966,24,24,25,28,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1965
ALIR50FL.DTA,ALIR50FL.DTA_000000413006004,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1974,20,30,32,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,3,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,1970
ALIR50FL.DTA,ALIR50FL.DTA_000000413007002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1974,18,25,26,28,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1970
ALIR50FL.DTA,ALIR50FL.DTA_000000413011003,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1970,20,19,22,24,29,NA,NA,1,0,0,0,0,0,0,0,0,0,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1970
ALIR50FL.DTA,ALIR50FL.DTA_000000413015002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1965,20,24,25,31,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1965
ALIR50FL.DTA,ALIR50FL.DTA_000000413016003,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1961,22,31,32,35,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,1,1,1,0,0,0,1960
ALIR50FL.DTA,ALIR50FL.DTA_000000414007002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1965,20,20,21,23,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1965
ALIR50FL.DTA,ALIR50FL.DTA_000000414014002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1974,20,20,22,23,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1970
ALIR50FL.DTA,ALIR50FL.DTA_000000414016002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1964,20,20,22,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,1,1,1,0,0,1,1960
ALIR50FL.DTA,ALIR50FL.DTA_000000414017002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1970,24,29,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,1970
ALIR50FL.DTA,ALIR50FL.DTA_000000414018002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1975,21,22,23,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,1,3,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1975
ALIR50FL.DTA,ALIR50FL.DTA_000000414020002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1967,20,18,21,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1965
ALIR50FL.DTA,ALIR50FL.DTA_000000415001002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1962,18,22,23,28,34,NA,NA,1,0,0,0,0,0,0,0,0,1,1,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,1,1,1,0,0,1,1960
ALIR50FL.DTA,ALIR50FL.DTA_000000415003003,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1978,25,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,1975
ALIR50FL.DTA,ALIR50FL.DTA_000000415004002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1964,17,18,18,22,28,40,NA,1,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,1,1,1,0,1,1,1960
ALIR50FL.DTA,ALIR50FL.DTA_000000415005002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1971,20,25,27,32,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,3,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1970
ALIR50FL.DTA,ALIR50FL.DTA_000000415006001,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1961,18,17,20,27,NA,NA,NA,1,0,0,0,0,0,0,0,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,1,1,1,0,1,1,1960
ALIR50FL.DTA,ALIR50FL.DTA_000000415007002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1963,20,22,23,26,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,1,1,1,0,0,1,1960
ALIR50FL.DTA,ALIR50FL.DTA_000000415012002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1960,18,24,25,28,33,NA,NA,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,1,1,1,0,0,1,1960
ALIR50FL.DTA,ALIR50FL.DTA_000000415016002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1975,21,21,24,27,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1975
ALIR50FL.DTA,ALIR50FL.DTA_000000416008003,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1969,22,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,1965
ALIR50FL.DTA,ALIR50FL.DTA_000000416009002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1973,22,24,26,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1970
ALIR50FL.DTA,ALIR50FL.DTA_000000416010002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1965,22,23,25,32,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,1,1,1,0,0,1,1965
ALIR50FL.DTA,ALIR50FL.DTA_000000416014002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1976,20,21,21,26,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1975
ALIR50FL.DTA,ALIR50FL.DTA_000000416017002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1970,25,25,27,29,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1970
ALIR50FL.DTA,ALIR50FL.DTA_000000416020002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1964,21,21,23,29,30,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,1,1,1,0,0,1,1960
ALIR50FL.DTA,ALIR50FL.DTA_000000417003002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1963,19,19,21,31,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,1,1,1,0,0,1,1960
ALIR50FL.DTA,ALIR50FL.DTA_000000417012003,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1975,18,19,20,22,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1975
ALIR50FL.DTA,ALIR50FL.DTA_000000417014001,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1970,15,17,18,21,28,NA,NA,1,0,0,0,0,0,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1970
ALIR50FL.DTA,ALIR50FL.DTA_000000417015002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1975,20,20,20,22,26,NA,NA,1,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1975
ALIR50FL.DTA,ALIR50FL.DTA_000000417017002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1969,20,20,22,25,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1965
ALIR50FL.DTA,ALIR50FL.DTA_000000417020002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1974,20,20,22,27,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1970
ALIR50FL.DTA,ALIR50FL.DTA_000000418003002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1970,18,18,18,29,NA,NA,NA,1,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1970
ALIR50FL.DTA,ALIR50FL.DTA_000000418004002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1961,20,20,22,24,30,NA,NA,1,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,1,1,1,0,0,1,1960
ALIR50FL.DTA,ALIR50FL.DTA_000000418014001,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1967,8,20,22,24,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1965
ALIR50FL.DTA,ALIR50FL.DTA_000000418015002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1966,21,21,24,33,34,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1965
ALIR50FL.DTA,ALIR50FL.DTA_000000418018002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1963,25,25,26,33,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,1,1,1,0,0,1,1960
ALIR50FL.DTA,ALIR50FL.DTA_000000419001004,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1961,28,28,30,43,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,1,1,1,0,0,1,1960
ALIR50FL.DTA,ALIR50FL.DTA_000000419002004,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1965,24,25,27,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1965
ALIR50FL.DTA,ALIR50FL.DTA_000000419002005,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1973,19,20,21,28,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1970
ALIR50FL.DTA,ALIR50FL.DTA_000000419004002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1975,18,18,19,20,25,25,NA,1,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1975
ALIR50FL.DTA,ALIR50FL.DTA_000000419006002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1972,18,16,26,NA,NA,NA,NA,1,0,0,0,0,0,0,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1970
ALIR50FL.DTA,ALIR50FL.DTA_000000419007002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1965,NA,30,31,33,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,1965
ALIR50FL.DTA,ALIR50FL.DTA_000000419013002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1969,20,22,24,28,31,NA,NA,1,0,0,0,0,0,0,0,0,0,0,1,1,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1965
ALIR50FL.DTA,ALIR50FL.DTA_000000419016002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1971,22,23,24,33,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1970
ALIR50FL.DTA,ALIR50FL.DTA_000000419019002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1961,22,23,24,31,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,1,1,1,0,0,1,1960
ALIR50FL.DTA,ALIR50FL.DTA_000000419020002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1967,23,27,28,31,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1965
ALIR50FL.DTA,ALIR50FL.DTA_000000420001002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1971,17,17,17,19,21,NA,NA,1,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1970
ALIR50FL.DTA,ALIR50FL.DTA_000000420002003,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1976,30,31,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,1975
ALIR50FL.DTA,ALIR50FL.DTA_000000420003002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1968,21,21,22,26,31,36,NA,1,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1965
ALIR50FL.DTA,ALIR50FL.DTA_000000420004003,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1976,24,26,27,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1975
ALIR50FL.DTA,ALIR50FL.DTA_000000420005002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1963,20,20,22,24,27,NA,NA,1,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,1,1,1,0,0,1,1960
ALIR50FL.DTA,ALIR50FL.DTA_000000420006002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1970,20,21,23,25,30,NA,NA,1,0,0,0,0,0,0,0,0,0,0,1,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1970
ALIR50FL.DTA,ALIR50FL.DTA_000000420008002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1972,19,19,21,23,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1970
ALIR50FL.DTA,ALIR50FL.DTA_000000420009002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1965,20,21,22,26,30,NA,NA,1,0,0,0,0,0,0,0,0,0,0,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1965
ALIR50FL.DTA,ALIR50FL.DTA_000000420010002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1974,29,27,28,31,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1970
ALIR50FL.DTA,ALIR50FL.DTA_000000420015002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1968,19,19,21,24,37,NA,NA,1,0,0,0,0,0,0,0,0,0,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1965
ALIR50FL.DTA,ALIR50FL.DTA_000000420016002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Albania,Albania,1971,20,20,23,24,30,NA,NA,1,0,0,0,0,0,0,0,0,0,0,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1970
